Date ID	Order Date	Ship Date	Day of Week
CA-2013-155187	9/25/2013 12:00:00 AM	9/27/2013 12:00:00 AM	3
ML-2014-4160	4/30/2014 12:00:00 AM	5/5/2014 12:00:00 AM	3
US-2012-111122	3/14/2012 12:00:00 AM	3/18/2012 12:00:00 AM	3
IN-2012-42094	5/2/2012 12:00:00 AM	5/8/2012 12:00:00 AM	3
US-2012-129434	8/15/2012 12:00:00 AM	8/17/2012 12:00:00 AM	3
ES-2014-4417507	8/20/2014 12:00:00 AM	8/27/2014 12:00:00 AM	3
MX-2013-120894	6/5/2013 12:00:00 AM	6/12/2013 12:00:00 AM	3
IN-2014-83618	11/5/2014 12:00:00 AM	11/11/2014 12:00:00 AM	3
CA-2011-168823	9/21/2011 12:00:00 AM	9/24/2011 12:00:00 AM	3
SG-2014-720	11/26/2014 12:00:00 AM	11/30/2014 12:00:00 AM	3
ES-2014-5318878	11/12/2014 12:00:00 AM	11/17/2014 12:00:00 AM	3
ID-2011-20436	8/31/2011 12:00:00 AM	9/4/2011 12:00:00 AM	3
CA-2013-121755	1/16/2013 12:00:00 AM	1/20/2013 12:00:00 AM	3
CA-2013-127194	12/11/2013 12:00:00 AM	12/17/2013 12:00:00 AM	3
MX-2014-131492	10/1/2014 12:00:00 AM	10/6/2014 12:00:00 AM	3
IT-2014-1075109	3/19/2014 12:00:00 AM	3/25/2014 12:00:00 AM	3
ID-2014-58418	12/31/2014 12:00:00 AM	1/2/2015 12:00:00 AM	3
US-2013-141264	8/14/2013 12:00:00 AM	8/20/2013 12:00:00 AM	3
IN-2013-59027	12/4/2013 12:00:00 AM	12/4/2013 12:00:00 AM	3
ID-2012-70052	1/25/2012 12:00:00 AM	1/27/2012 12:00:00 AM	3
US-2013-138709	9/18/2013 12:00:00 AM	9/21/2013 12:00:00 AM	3
ID-2014-56220	7/23/2014 12:00:00 AM	7/29/2014 12:00:00 AM	3
CA-2014-160458	5/28/2014 12:00:00 AM	5/30/2014 12:00:00 AM	3
RS-2014-2900	9/24/2014 12:00:00 AM	9/25/2014 12:00:00 AM	3
NI-2014-5460	7/9/2014 12:00:00 AM	7/13/2014 12:00:00 AM	3
MX-2012-152310	12/5/2012 12:00:00 AM	12/10/2012 12:00:00 AM	3
MX-2011-164875	5/11/2011 12:00:00 AM	5/14/2011 12:00:00 AM	3
CA-2012-115847	9/19/2012 12:00:00 AM	9/24/2012 12:00:00 AM	3
MX-2013-133459	9/4/2013 12:00:00 AM	9/8/2013 12:00:00 AM	3
IT-2013-2626751	10/30/2013 12:00:00 AM	11/6/2013 12:00:00 AM	3
IN-2014-63276	7/9/2014 12:00:00 AM	7/14/2014 12:00:00 AM	3
CA-2014-101483	7/30/2014 12:00:00 AM	8/2/2014 12:00:00 AM	3
IN-2014-60105	5/21/2014 12:00:00 AM	5/26/2014 12:00:00 AM	3
NI-2014-1070	12/17/2014 12:00:00 AM	12/22/2014 12:00:00 AM	3
UP-2014-3150	4/2/2014 12:00:00 AM	4/5/2014 12:00:00 AM	3
IT-2012-2368261	5/30/2012 12:00:00 AM	6/1/2012 12:00:00 AM	3
ES-2011-4821517	7/6/2011 12:00:00 AM	7/10/2011 12:00:00 AM	3
ID-2014-84815	2/26/2014 12:00:00 AM	3/5/2014 12:00:00 AM	3
CA-2014-167668	5/7/2014 12:00:00 AM	5/9/2014 12:00:00 AM	3
NI-2014-3890	5/7/2014 12:00:00 AM	5/13/2014 12:00:00 AM	3
IN-2011-78697	9/14/2011 12:00:00 AM	9/21/2011 12:00:00 AM	3
CA-2011-123477	1/19/2011 12:00:00 AM	1/22/2011 12:00:00 AM	3
US-2013-163825	5/29/2013 12:00:00 AM	6/5/2013 12:00:00 AM	3
US-2014-125346	6/18/2014 12:00:00 AM	6/23/2014 12:00:00 AM	3
UG-2014-4850	4/9/2014 12:00:00 AM	4/15/2014 12:00:00 AM	3
CA-2011-133354	2/23/2011 12:00:00 AM	2/25/2011 12:00:00 AM	3
TU-2014-6030	11/19/2014 12:00:00 AM	11/25/2014 12:00:00 AM	3
ZA-2013-4500	9/4/2013 12:00:00 AM	9/8/2013 12:00:00 AM	3
MX-2014-107713	10/15/2014 12:00:00 AM	10/20/2014 12:00:00 AM	3
US-2014-108063	12/3/2014 12:00:00 AM	12/6/2014 12:00:00 AM	3
TU-2014-600	12/17/2014 12:00:00 AM	12/23/2014 12:00:00 AM	3
MX-2011-124170	4/20/2011 12:00:00 AM	4/23/2011 12:00:00 AM	3
MX-2011-155075	6/15/2011 12:00:00 AM	6/17/2011 12:00:00 AM	3
IN-2014-25854	2/19/2014 12:00:00 AM	2/22/2014 12:00:00 AM	3
ES-2013-3547323	10/30/2013 12:00:00 AM	10/30/2013 12:00:00 AM	3
IN-2014-18791	6/18/2014 12:00:00 AM	6/22/2014 12:00:00 AM	3
CA-2014-150707	10/15/2014 12:00:00 AM	10/20/2014 12:00:00 AM	3
CG-2013-490	9/18/2013 12:00:00 AM	9/23/2013 12:00:00 AM	3
MX-2014-105970	11/26/2014 12:00:00 AM	11/27/2014 12:00:00 AM	3
ID-2014-12428	1/15/2014 12:00:00 AM	1/19/2014 12:00:00 AM	3
CA-2013-145135	11/27/2013 12:00:00 AM	11/29/2013 12:00:00 AM	3
CA-2012-102778	11/21/2012 12:00:00 AM	11/24/2012 12:00:00 AM	3
MG-2011-5690	6/29/2011 12:00:00 AM	7/6/2011 12:00:00 AM	3
ES-2011-4508489	9/14/2011 12:00:00 AM	9/19/2011 12:00:00 AM	3
ES-2012-4730842	7/25/2012 12:00:00 AM	7/29/2012 12:00:00 AM	3
CA-2014-167976	11/12/2014 12:00:00 AM	11/15/2014 12:00:00 AM	3
ES-2012-5298422	7/11/2012 12:00:00 AM	7/12/2012 12:00:00 AM	3
ID-2014-67602	12/10/2014 12:00:00 AM	12/10/2014 12:00:00 AM	3
IN-2012-63500	8/29/2012 12:00:00 AM	9/4/2012 12:00:00 AM	3
TU-2012-1970	8/8/2012 12:00:00 AM	8/10/2012 12:00:00 AM	3
ES-2014-1963124	9/10/2014 12:00:00 AM	9/15/2014 12:00:00 AM	3
MX-2012-162656	11/21/2012 12:00:00 AM	11/26/2012 12:00:00 AM	3
IN-2012-20597	11/14/2012 12:00:00 AM	11/18/2012 12:00:00 AM	3
ID-2014-76212	5/7/2014 12:00:00 AM	5/14/2014 12:00:00 AM	3
UP-2013-3430	3/13/2013 12:00:00 AM	3/15/2013 12:00:00 AM	3
ES-2011-1590255	11/30/2011 12:00:00 AM	12/6/2011 12:00:00 AM	3
CA-2011-148782	11/2/2011 12:00:00 AM	11/7/2011 12:00:00 AM	3
RS-2014-320	6/25/2014 12:00:00 AM	6/27/2014 12:00:00 AM	3
RO-2014-3800	12/10/2014 12:00:00 AM	12/14/2014 12:00:00 AM	3
ES-2011-3429709	1/26/2011 12:00:00 AM	1/30/2011 12:00:00 AM	3
ID-2011-20975	3/16/2011 12:00:00 AM	3/20/2011 12:00:00 AM	3
US-2014-118038	12/10/2014 12:00:00 AM	12/12/2014 12:00:00 AM	3
MX-2013-155390	12/25/2013 12:00:00 AM	12/29/2013 12:00:00 AM	3
ES-2014-1009423	8/20/2014 12:00:00 AM	8/24/2014 12:00:00 AM	3
MX-2011-122434	6/15/2011 12:00:00 AM	6/21/2011 12:00:00 AM	3
IT-2013-4191455	6/19/2013 12:00:00 AM	6/25/2013 12:00:00 AM	3
BK-2012-7820	3/21/2012 12:00:00 AM	3/26/2012 12:00:00 AM	3
EG-2013-9300	9/4/2013 12:00:00 AM	9/8/2013 12:00:00 AM	3
MX-2011-107349	4/13/2011 12:00:00 AM	4/18/2011 12:00:00 AM	3
IT-2013-4762728	12/11/2013 12:00:00 AM	12/18/2013 12:00:00 AM	3
SO-2014-760	11/26/2014 12:00:00 AM	11/30/2014 12:00:00 AM	3
TU-2014-2440	6/18/2014 12:00:00 AM	6/24/2014 12:00:00 AM	3
MX-2014-102449	7/9/2014 12:00:00 AM	7/11/2014 12:00:00 AM	3
IN-2013-24202	9/25/2013 12:00:00 AM	9/30/2013 12:00:00 AM	3
MX-2013-148628	12/18/2013 12:00:00 AM	12/24/2013 12:00:00 AM	3
ID-2013-75778	12/4/2013 12:00:00 AM	12/10/2013 12:00:00 AM	3
IN-2013-82477	11/20/2013 12:00:00 AM	11/24/2013 12:00:00 AM	3
CA-2011-103590	11/30/2011 12:00:00 AM	12/4/2011 12:00:00 AM	3
CA-2014-134152	5/28/2014 12:00:00 AM	6/1/2014 12:00:00 AM	3
US-2012-104927	4/18/2012 12:00:00 AM	4/20/2012 12:00:00 AM	3
ES-2014-3243241	6/18/2014 12:00:00 AM	6/24/2014 12:00:00 AM	3
ES-2011-5220738	12/21/2011 12:00:00 AM	12/23/2011 12:00:00 AM	3
US-2013-156790	3/20/2013 12:00:00 AM	3/26/2013 12:00:00 AM	3
CA-2012-101091	12/5/2012 12:00:00 AM	12/9/2012 12:00:00 AM	3
IN-2013-18021	9/18/2013 12:00:00 AM	9/24/2013 12:00:00 AM	3
CA-2012-109113	12/19/2012 12:00:00 AM	12/23/2012 12:00:00 AM	3
ES-2011-2130034	9/14/2011 12:00:00 AM	9/19/2011 12:00:00 AM	3
ID-2013-29613	3/13/2013 12:00:00 AM	3/17/2013 12:00:00 AM	3
IN-2012-57242	11/7/2012 12:00:00 AM	11/10/2012 12:00:00 AM	3
CA-2012-155586	12/12/2012 12:00:00 AM	12/16/2012 12:00:00 AM	3
US-2013-104444	3/6/2013 12:00:00 AM	3/9/2013 12:00:00 AM	3
ES-2012-1295099	11/28/2012 12:00:00 AM	12/4/2012 12:00:00 AM	3
IN-2012-36088	11/14/2012 12:00:00 AM	11/19/2012 12:00:00 AM	3
ES-2011-3870093	12/7/2011 12:00:00 AM	12/11/2011 12:00:00 AM	3
CA-2014-117695	8/6/2014 12:00:00 AM	8/9/2014 12:00:00 AM	3
MX-2012-149832	9/19/2012 12:00:00 AM	9/20/2012 12:00:00 AM	3
ES-2012-5823618	7/4/2012 12:00:00 AM	7/10/2012 12:00:00 AM	3
CA-2012-155635	5/9/2012 12:00:00 AM	5/13/2012 12:00:00 AM	3
IZ-2012-340	11/14/2012 12:00:00 AM	11/18/2012 12:00:00 AM	3
MX-2011-128447	9/28/2011 12:00:00 AM	10/2/2011 12:00:00 AM	3
MX-2011-161550	7/27/2011 12:00:00 AM	7/30/2011 12:00:00 AM	3
IN-2014-12701	11/26/2014 12:00:00 AM	12/1/2014 12:00:00 AM	3
CA-2013-153185	9/4/2013 12:00:00 AM	9/9/2013 12:00:00 AM	3
MX-2014-117954	12/17/2014 12:00:00 AM	12/22/2014 12:00:00 AM	3
MX-2014-156321	9/10/2014 12:00:00 AM	9/15/2014 12:00:00 AM	3
MX-2013-152219	9/18/2013 12:00:00 AM	9/24/2013 12:00:00 AM	3
IT-2011-2911544	6/15/2011 12:00:00 AM	6/21/2011 12:00:00 AM	3
ES-2013-1948810	12/25/2013 12:00:00 AM	12/27/2013 12:00:00 AM	3
ID-2014-77864	12/10/2014 12:00:00 AM	12/15/2014 12:00:00 AM	3
IT-2014-2211383	4/30/2014 12:00:00 AM	5/4/2014 12:00:00 AM	3
ID-2014-59776	10/1/2014 12:00:00 AM	10/4/2014 12:00:00 AM	3
IN-2011-45657	10/12/2011 12:00:00 AM	10/16/2011 12:00:00 AM	3
MX-2014-145828	4/9/2014 12:00:00 AM	4/13/2014 12:00:00 AM	3
ES-2014-1138814	5/21/2014 12:00:00 AM	5/26/2014 12:00:00 AM	3
IN-2014-29900	5/14/2014 12:00:00 AM	5/18/2014 12:00:00 AM	3
ES-2012-1994326	10/31/2012 12:00:00 AM	11/4/2012 12:00:00 AM	3
EG-2013-6440	1/2/2013 12:00:00 AM	1/9/2013 12:00:00 AM	3
ES-2012-5805673	7/25/2012 12:00:00 AM	7/30/2012 12:00:00 AM	3
IN-2013-35031	6/12/2013 12:00:00 AM	6/18/2013 12:00:00 AM	3
ES-2011-2009539	12/28/2011 12:00:00 AM	1/1/2012 12:00:00 AM	3
SA-2014-6420	7/23/2014 12:00:00 AM	7/29/2014 12:00:00 AM	3
NI-2013-6510	12/11/2013 12:00:00 AM	12/16/2013 12:00:00 AM	3
ES-2014-1856946	12/24/2014 12:00:00 AM	12/28/2014 12:00:00 AM	3
TU-2011-4710	8/10/2011 12:00:00 AM	8/15/2011 12:00:00 AM	3
MX-2012-107503	3/7/2012 12:00:00 AM	3/11/2012 12:00:00 AM	3
IT-2014-2321796	4/2/2014 12:00:00 AM	4/7/2014 12:00:00 AM	3
SO-2013-9380	1/9/2013 12:00:00 AM	1/16/2013 12:00:00 AM	3
CA-2012-135510	9/5/2012 12:00:00 AM	9/12/2012 12:00:00 AM	3
TU-2013-9530	10/30/2013 12:00:00 AM	11/5/2013 12:00:00 AM	3
MZ-2012-6250	8/29/2012 12:00:00 AM	8/30/2012 12:00:00 AM	3
HR-2014-1830	9/17/2014 12:00:00 AM	9/20/2014 12:00:00 AM	3
SF-2011-9350	5/4/2011 12:00:00 AM	5/8/2011 12:00:00 AM	3
MX-2011-140648	9/7/2011 12:00:00 AM	9/11/2011 12:00:00 AM	3
MX-2014-160493	11/19/2014 12:00:00 AM	11/24/2014 12:00:00 AM	3
ID-2013-67525	5/29/2013 12:00:00 AM	6/1/2013 12:00:00 AM	3
US-2013-148901	5/15/2013 12:00:00 AM	5/20/2013 12:00:00 AM	3
MX-2013-109694	11/27/2013 12:00:00 AM	12/2/2013 12:00:00 AM	3
ES-2012-2894420	10/10/2012 12:00:00 AM	10/15/2012 12:00:00 AM	3
ID-2014-77675	3/12/2014 12:00:00 AM	3/15/2014 12:00:00 AM	3
ES-2014-1564471	9/10/2014 12:00:00 AM	9/15/2014 12:00:00 AM	3
MX-2014-149881	12/3/2014 12:00:00 AM	12/6/2014 12:00:00 AM	3
CA-2011-103219	11/9/2011 12:00:00 AM	11/13/2011 12:00:00 AM	3
IZ-2013-2930	6/26/2013 12:00:00 AM	7/1/2013 12:00:00 AM	3
MX-2014-161949	6/18/2014 12:00:00 AM	6/22/2014 12:00:00 AM	3
US-2012-110268	7/18/2012 12:00:00 AM	7/22/2012 12:00:00 AM	3
MX-2013-139899	12/18/2013 12:00:00 AM	12/23/2013 12:00:00 AM	3
CA-2012-148432	11/7/2012 12:00:00 AM	11/10/2012 12:00:00 AM	3
CA-2014-121216	12/24/2014 12:00:00 AM	12/26/2014 12:00:00 AM	3
KG-2011-9880	11/23/2011 12:00:00 AM	11/25/2011 12:00:00 AM	3
IN-2014-63619	1/15/2014 12:00:00 AM	1/19/2014 12:00:00 AM	3
CA-2012-137897	11/14/2012 12:00:00 AM	11/19/2012 12:00:00 AM	3
US-2011-139500	11/16/2011 12:00:00 AM	11/20/2011 12:00:00 AM	3
MX-2013-103723	7/17/2013 12:00:00 AM	7/18/2013 12:00:00 AM	3
NI-2014-2700	6/18/2014 12:00:00 AM	6/23/2014 12:00:00 AM	3
MX-2011-143812	2/16/2011 12:00:00 AM	2/20/2011 12:00:00 AM	3
ES-2014-3405449	8/27/2014 12:00:00 AM	8/31/2014 12:00:00 AM	3
MX-2011-128104	9/28/2011 12:00:00 AM	9/30/2011 12:00:00 AM	3
ES-2014-5319388	12/24/2014 12:00:00 AM	12/28/2014 12:00:00 AM	3
IN-2013-75337	5/1/2013 12:00:00 AM	5/5/2013 12:00:00 AM	3
CA-2011-120432	8/24/2011 12:00:00 AM	8/26/2011 12:00:00 AM	3
CA-2014-155159	11/26/2014 12:00:00 AM	11/30/2014 12:00:00 AM	3
IN-2011-68645	8/10/2011 12:00:00 AM	8/17/2011 12:00:00 AM	3
US-2011-150126	7/27/2011 12:00:00 AM	8/2/2011 12:00:00 AM	3
CA-2011-102652	4/6/2011 12:00:00 AM	4/12/2011 12:00:00 AM	3
IT-2012-5271815	12/12/2012 12:00:00 AM	12/15/2012 12:00:00 AM	3
IT-2012-5146922	8/29/2012 12:00:00 AM	9/3/2012 12:00:00 AM	3
CA-2013-105263	8/7/2013 12:00:00 AM	8/12/2013 12:00:00 AM	3
ES-2014-3232372	10/29/2014 12:00:00 AM	11/1/2014 12:00:00 AM	3
ES-2014-2918798	11/26/2014 12:00:00 AM	12/2/2014 12:00:00 AM	3
IN-2014-65719	3/19/2014 12:00:00 AM	3/23/2014 12:00:00 AM	3
CA-2013-118913	6/26/2013 12:00:00 AM	6/30/2013 12:00:00 AM	3
AG-2011-4410	11/2/2011 12:00:00 AM	11/4/2011 12:00:00 AM	3
ID-2012-44327	1/11/2012 12:00:00 AM	1/15/2012 12:00:00 AM	3
IN-2014-12820	12/3/2014 12:00:00 AM	12/9/2014 12:00:00 AM	3
US-2011-104899	12/14/2011 12:00:00 AM	12/18/2011 12:00:00 AM	3
TU-2014-4770	10/15/2014 12:00:00 AM	10/21/2014 12:00:00 AM	3
ID-2012-24111	11/28/2012 12:00:00 AM	12/3/2012 12:00:00 AM	3
MX-2011-127670	10/19/2011 12:00:00 AM	10/23/2011 12:00:00 AM	3
MX-2014-124835	5/7/2014 12:00:00 AM	5/13/2014 12:00:00 AM	3
ES-2014-3794754	12/3/2014 12:00:00 AM	12/8/2014 12:00:00 AM	3
IN-2014-22137	5/21/2014 12:00:00 AM	5/27/2014 12:00:00 AM	3
MX-2013-110681	7/31/2013 12:00:00 AM	8/5/2013 12:00:00 AM	3
ID-2011-32042	11/2/2011 12:00:00 AM	11/7/2011 12:00:00 AM	3
ES-2014-3875755	11/26/2014 12:00:00 AM	11/30/2014 12:00:00 AM	3
IV-2013-8560	5/15/2013 12:00:00 AM	5/21/2013 12:00:00 AM	3
MX-2013-128468	9/4/2013 12:00:00 AM	9/9/2013 12:00:00 AM	3
IN-2011-51180	10/5/2011 12:00:00 AM	10/11/2011 12:00:00 AM	3
MX-2013-162096	5/1/2013 12:00:00 AM	5/2/2013 12:00:00 AM	3
ID-2011-82414	9/14/2011 12:00:00 AM	9/21/2011 12:00:00 AM	3
CA-2011-107153	9/28/2011 12:00:00 AM	10/3/2011 12:00:00 AM	3
ES-2014-3097580	3/26/2014 12:00:00 AM	3/28/2014 12:00:00 AM	3
MX-2011-151785	12/28/2011 12:00:00 AM	12/31/2011 12:00:00 AM	3
IN-2011-71634	6/1/2011 12:00:00 AM	6/6/2011 12:00:00 AM	3
ID-2012-53749	3/28/2012 12:00:00 AM	4/4/2012 12:00:00 AM	3
IZ-2012-3180	8/8/2012 12:00:00 AM	8/10/2012 12:00:00 AM	3
PL-2011-10	8/10/2011 12:00:00 AM	8/13/2011 12:00:00 AM	3
MX-2014-163566	9/3/2014 12:00:00 AM	9/9/2014 12:00:00 AM	3
ID-2012-41702	12/5/2012 12:00:00 AM	12/9/2012 12:00:00 AM	3
MO-2013-3840	6/19/2013 12:00:00 AM	6/23/2013 12:00:00 AM	3
MX-2013-150238	12/11/2013 12:00:00 AM	12/14/2013 12:00:00 AM	3
ES-2014-2573330	4/2/2014 12:00:00 AM	4/6/2014 12:00:00 AM	3
US-2013-126844	10/9/2013 12:00:00 AM	10/15/2013 12:00:00 AM	3
MX-2014-160479	8/27/2014 12:00:00 AM	8/29/2014 12:00:00 AM	3
US-2011-100853	9/14/2011 12:00:00 AM	9/19/2011 12:00:00 AM	3
US-2012-135790	2/15/2012 12:00:00 AM	2/21/2012 12:00:00 AM	3
US-2012-119991	9/19/2012 12:00:00 AM	9/25/2012 12:00:00 AM	3
ES-2012-1091172	7/11/2012 12:00:00 AM	7/13/2012 12:00:00 AM	3
CA-2013-157000	7/17/2013 12:00:00 AM	7/23/2013 12:00:00 AM	3
AJ-2013-180	8/7/2013 12:00:00 AM	8/11/2013 12:00:00 AM	3
MX-2012-148663	6/13/2012 12:00:00 AM	6/17/2012 12:00:00 AM	3
KE-2011-6610	10/5/2011 12:00:00 AM	10/10/2011 12:00:00 AM	3
SO-2011-3930	12/28/2011 12:00:00 AM	1/4/2012 12:00:00 AM	3
CA-2013-113656	1/23/2013 12:00:00 AM	1/29/2013 12:00:00 AM	3
RS-2012-9420	9/5/2012 12:00:00 AM	9/9/2012 12:00:00 AM	3
ES-2012-3715659	6/6/2012 12:00:00 AM	6/11/2012 12:00:00 AM	3
ES-2011-5008680	9/28/2011 12:00:00 AM	10/3/2011 12:00:00 AM	3
IN-2013-50424	10/16/2013 12:00:00 AM	10/18/2013 12:00:00 AM	3
CA-2011-159681	12/7/2011 12:00:00 AM	12/13/2011 12:00:00 AM	3
MX-2013-110002	10/16/2013 12:00:00 AM	10/17/2013 12:00:00 AM	3
CA-2012-111073	12/26/2012 12:00:00 AM	12/30/2012 12:00:00 AM	3
US-2014-164098	4/2/2014 12:00:00 AM	4/9/2014 12:00:00 AM	3
ID-2011-37306	11/16/2011 12:00:00 AM	11/23/2011 12:00:00 AM	3
RO-2014-2500	6/18/2014 12:00:00 AM	6/19/2014 12:00:00 AM	3
IT-2013-4833580	3/13/2013 12:00:00 AM	3/15/2013 12:00:00 AM	3
ES-2014-1205292	12/24/2014 12:00:00 AM	12/28/2014 12:00:00 AM	3
IT-2014-5502649	9/10/2014 12:00:00 AM	9/17/2014 12:00:00 AM	3
PL-2013-2130	7/17/2013 12:00:00 AM	7/17/2013 12:00:00 AM	3
MO-2013-4180	6/5/2013 12:00:00 AM	6/9/2013 12:00:00 AM	3
MX-2011-142293	11/16/2011 12:00:00 AM	11/20/2011 12:00:00 AM	3
ID-2014-60112	12/10/2014 12:00:00 AM	12/14/2014 12:00:00 AM	3
IZ-2013-9760	6/26/2013 12:00:00 AM	6/30/2013 12:00:00 AM	3
EG-2013-4810	4/10/2013 12:00:00 AM	4/14/2013 12:00:00 AM	3
US-2013-100566	10/30/2013 12:00:00 AM	11/4/2013 12:00:00 AM	3
IN-2012-56003	1/25/2012 12:00:00 AM	1/30/2012 12:00:00 AM	3
ES-2012-1909603	7/11/2012 12:00:00 AM	7/15/2012 12:00:00 AM	3
NI-2012-1410	5/30/2012 12:00:00 AM	6/3/2012 12:00:00 AM	3
US-2013-130638	8/21/2013 12:00:00 AM	8/28/2013 12:00:00 AM	3
CA-2013-101651	12/25/2013 12:00:00 AM	12/31/2013 12:00:00 AM	3
CA-2013-164511	11/20/2013 12:00:00 AM	11/25/2013 12:00:00 AM	3
CA-2011-101462	4/20/2011 12:00:00 AM	4/25/2011 12:00:00 AM	3
ES-2012-5669824	1/4/2012 12:00:00 AM	1/10/2012 12:00:00 AM	3
MX-2013-129742	12/11/2013 12:00:00 AM	12/14/2013 12:00:00 AM	3
CA-2013-109806	9/18/2013 12:00:00 AM	9/23/2013 12:00:00 AM	3
CA-2012-156440	12/5/2012 12:00:00 AM	12/9/2012 12:00:00 AM	3
ES-2014-2964353	12/17/2014 12:00:00 AM	12/22/2014 12:00:00 AM	3
ES-2014-2939767	12/3/2014 12:00:00 AM	12/6/2014 12:00:00 AM	3
CA-2011-134726	11/2/2011 12:00:00 AM	11/7/2011 12:00:00 AM	3
ES-2013-5191940	8/14/2013 12:00:00 AM	8/19/2013 12:00:00 AM	3
US-2014-120908	10/1/2014 12:00:00 AM	10/3/2014 12:00:00 AM	3
CA-2014-141446	9/17/2014 12:00:00 AM	9/19/2014 12:00:00 AM	3
AU-2014-8900	3/26/2014 12:00:00 AM	3/31/2014 12:00:00 AM	3
ES-2011-4351964	8/24/2011 12:00:00 AM	8/28/2011 12:00:00 AM	3
CA-2012-122259	10/31/2012 12:00:00 AM	11/4/2012 12:00:00 AM	3
CA-2012-125563	4/11/2012 12:00:00 AM	4/17/2012 12:00:00 AM	3
MX-2014-102064	9/24/2014 12:00:00 AM	9/28/2014 12:00:00 AM	3
IN-2011-57956	10/19/2011 12:00:00 AM	10/22/2011 12:00:00 AM	3
CA-2011-143385	8/31/2011 12:00:00 AM	9/5/2011 12:00:00 AM	3
CA-2012-109736	10/10/2012 12:00:00 AM	10/11/2012 12:00:00 AM	3
SF-2014-3550	5/14/2014 12:00:00 AM	5/19/2014 12:00:00 AM	3
ES-2014-5329777	6/4/2014 12:00:00 AM	6/7/2014 12:00:00 AM	3
ID-2014-34730	8/6/2014 12:00:00 AM	8/10/2014 12:00:00 AM	3
MX-2011-166016	11/16/2011 12:00:00 AM	11/20/2011 12:00:00 AM	3
TU-2014-8490	12/3/2014 12:00:00 AM	12/6/2014 12:00:00 AM	3
MX-2014-129658	4/16/2014 12:00:00 AM	4/21/2014 12:00:00 AM	3
CA-2013-3370	5/15/2013 12:00:00 AM	5/17/2013 12:00:00 AM	3
ES-2011-2945927	9/21/2011 12:00:00 AM	9/23/2011 12:00:00 AM	3
ES-2012-5635375	4/4/2012 12:00:00 AM	4/9/2012 12:00:00 AM	3
ID-2013-27016	2/20/2013 12:00:00 AM	2/26/2013 12:00:00 AM	3
AG-2011-4450	6/15/2011 12:00:00 AM	6/15/2011 12:00:00 AM	3
MX-2013-137981	5/15/2013 12:00:00 AM	5/19/2013 12:00:00 AM	3
MX-2014-118206	10/22/2014 12:00:00 AM	10/27/2014 12:00:00 AM	3
CM-2013-9580	8/14/2013 12:00:00 AM	8/20/2013 12:00:00 AM	3
MX-2014-139269	11/19/2014 12:00:00 AM	11/25/2014 12:00:00 AM	3
ES-2014-2919686	10/8/2014 12:00:00 AM	10/12/2014 12:00:00 AM	3
CA-2012-134922	11/7/2012 12:00:00 AM	11/11/2012 12:00:00 AM	3
MX-2013-101133	9/18/2013 12:00:00 AM	9/24/2013 12:00:00 AM	3
IN-2014-21073	8/27/2014 12:00:00 AM	8/31/2014 12:00:00 AM	3
IN-2014-79593	6/4/2014 12:00:00 AM	6/7/2014 12:00:00 AM	3
NI-2011-8040	11/2/2011 12:00:00 AM	11/6/2011 12:00:00 AM	3
IN-2012-26113	2/15/2012 12:00:00 AM	2/18/2012 12:00:00 AM	3
CA-2014-142125	10/22/2014 12:00:00 AM	10/28/2014 12:00:00 AM	3
US-2012-135671	9/26/2012 12:00:00 AM	10/1/2012 12:00:00 AM	3
IN-2012-25910	6/20/2012 12:00:00 AM	6/25/2012 12:00:00 AM	3
IN-2013-34058	5/8/2013 12:00:00 AM	5/12/2013 12:00:00 AM	3
ES-2013-5434707	8/14/2013 12:00:00 AM	8/20/2013 12:00:00 AM	3
KG-2013-1650	10/2/2013 12:00:00 AM	10/6/2013 12:00:00 AM	3
ES-2011-1386961	4/6/2011 12:00:00 AM	4/12/2011 12:00:00 AM	3
IN-2014-51985	10/29/2014 12:00:00 AM	11/3/2014 12:00:00 AM	3
IN-2013-19337	6/12/2013 12:00:00 AM	6/16/2013 12:00:00 AM	3
MX-2014-159989	12/10/2014 12:00:00 AM	12/13/2014 12:00:00 AM	3
ID-2014-67357	12/3/2014 12:00:00 AM	12/8/2014 12:00:00 AM	3
ES-2014-2572542	12/24/2014 12:00:00 AM	12/24/2014 12:00:00 AM	3
MX-2014-126900	9/17/2014 12:00:00 AM	9/24/2014 12:00:00 AM	3
ES-2012-1526824	6/6/2012 12:00:00 AM	6/11/2012 12:00:00 AM	3
ES-2013-2406661	6/5/2013 12:00:00 AM	6/10/2013 12:00:00 AM	3
CA-2014-150959	11/12/2014 12:00:00 AM	11/14/2014 12:00:00 AM	3
US-2012-100860	9/26/2012 12:00:00 AM	9/28/2012 12:00:00 AM	3
ES-2014-2494639	6/18/2014 12:00:00 AM	6/23/2014 12:00:00 AM	3
IN-2014-63192	3/26/2014 12:00:00 AM	3/26/2014 12:00:00 AM	3
CA-2014-121314	9/24/2014 12:00:00 AM	9/27/2014 12:00:00 AM	3
EG-2014-670	3/5/2014 12:00:00 AM	3/5/2014 12:00:00 AM	3
ES-2012-2376426	11/14/2012 12:00:00 AM	11/19/2012 12:00:00 AM	3
IT-2014-4707944	9/3/2014 12:00:00 AM	9/9/2014 12:00:00 AM	3
IN-2013-27492	10/23/2013 12:00:00 AM	10/28/2013 12:00:00 AM	3
